Scientific Name,Common Names,Category
Kirchneriella lunaris,None,Nonvascular Plant
Sphagnum,Sphagnum,Nonvascular Plant
Hyalella azteca,None,Crab/Lobster/Shrimp
Cambarus diogenes,Devil Crawfish,Crab/Lobster/Shrimp
Procambarus clarkii,Red Swamp Crawfish,Crab/Lobster/Shrimp
Palaemonetes paludosus,"Eastern Grass Shrimp, Riverine Grass Shrimp",Crab/Lobster/Shrimp
Poria,None,Crab/Lobster/Shrimp
Asellus laticaudatus,None,Crab/Lobster/Shrimp
Viviparus georgianus,Banded Mysterysnail,Slug/Snail
Gyraulus,None,Slug/Snail
Cantharus,None,Slug/Snail
Graphis,None,Slug/Snail
Somatogyrus,None,Slug/Snail
Favorinus,None,Slug/Snail
Anguispira alternata,Flamed Disc,Slug/Snail
Anguispira fergusoni,Coastal Plains Disc,Slug/Snail
Haplotrema concavum,Disc Cannibal Snail,Slug/Snail
Philomycus carolinianus,Carolina Mantleslug,Slug/Snail
Mesodon perigraptus,Engraved Bladetooth,Slug/Snail
Mesodon thyroidus,Whitelip Globe,Slug/Snail
Stenotrema hirsutum,Hairy Slitmouth,Slug/Snail
Stenotrema stenotrema,Inland Slitmouth,Slug/Snail
Triodopsis albolabris,Whitelip,Slug/Snail
Triodopsis denotata,Velvet Wedge,Slug/Snail
Triodopsis dentifera,Big-Tooth Whitelip,Slug/Snail
Mesomphix vulgatus,Common Button,Slug/Snail
Oxychilus draparnaudi,Dark-Bodied Glass-Snail,Slug/Snail
Ventridens intertextus,Pyramid Dome,Slug/Snail
Zonitoides arboreus,Quick Gloss,Slug/Snail
Argiope aurantia,Black-And-Yellow Argiope,Spider/Scorpion
Gasteracantha cancriformis,Crab-Shaped Spiny Back,Spider/Scorpion
Micrathena gracilis,Spiny-Bodied Spider,Spider/Scorpion
Micrathena sagitta,Arrow-Shaped Micrathena,Spider/Scorpion
Neoscona hentzii,Orb-Weaver,Spider/Scorpion
Atypus milberti,Purse-Web Spider,Spider/Scorpion
Frontinella communis,Bowl And Doily Spider,Spider/Scorpion
Linyphia marginata,Filmy Dome Spider,Spider/Scorpion
Lycosa,Wolf Spider,Spider/Scorpion
Lycosa gulosa,Wolf Spider,Spider/Scorpion
Lycosa helluo,Wolf Spider,Spider/Scorpion
Lycosa rabida,Wolf Spider,Spider/Scorpion
Schizocosa crassipes,Wolf Spider,Spider/Scorpion
Peucetia viridans,Green Lynx Spider,Spider/Scorpion
Dolomedes tenebrosus,Fisher Spider,Spider/Scorpion
Pisaurina mira,Nursery Web Spider,Spider/Scorpion
Leucauge,Orchard Spider,Spider/Scorpion
Leucauge venusta,Orchard Spider,Spider/Scorpion
Tetragnatha,Long-Jawed Orb Weaver,Spider/Scorpion
Tetragnatha elongata,Long-Jawed Orb Weaver,Spider/Scorpion
Tetragnatha laboriosa,Long-Jawed Orb Weaver,Spider/Scorpion
Anoplitus inaequalis,Leaf Beetle,Insect
Cordulis,None,Insect
Enodia creola,Creole Pearly-Eye,Insect
Enodia portlandia,Pearly Eye,Insect
Euthesanotia unio,Pearly Wood Nymph,Insect
Libellula exusta deplanata,Corporal Skimmer,Insect
Orthophages,Scarab Beetle,Insect
Photurus cinctipennis,None,Insect
Ecpantheria scribonia,Great Leopard Moth,Insect
Grammia virgo,Virgin Tiger Moth,Insect
Halysidota tessellaris,Banded Tussock Moth,Insect
Haploa clymene,Clymene Tiger Moth,Insect
Hypoprepia,None,Insect
Satyrodes appalachia,Appalachian Eyed Brown,Insect
Xestobium rufovillosum,Death-Watch Beetle,Insect
Notoxus monodon,Antlike Flower Beetle,Insect
Toxonotus lividus,None,Insect
Xylobiops basilare,Branch-And-Twig Borer,Insect
Chalcophora,Jewel Beetle,Insect
Chauliognathus pennsylvanicus,Soldier Beetle,Insect
Malthinus,None,Insect
Acupalpus pauperculus,None,Insect
Acupalpus rectangulus,Dingy Ground Beetle,Insect
Agonum albicrus,None,Insect
Agonum ferreum,None,Insect
Agonum fidele,None,Insect
Agonum moerens,None,Insect
Agonum seruginosum,None,Insect
Agonum striatopunctatum,None,Insect
Amara impuncticollis,None,Insect
Anisodactylus laetus,None,Insect
Anisodactylus ovularis,None,Insect
Apenes sinuata,None,Insect
Ardistomis obliquata,None,Insect
Badister reflexus,Notch-Louthed Ground Beetle,Insect
Bembidion affine,Minute Ground Beetle,Insect
Bembidion levigatum,None,Insect
Bembidion patruele,Minute Ground Beetle,Insect
Bembidion variegatum,None,Insect
Bembidion versicolor,Minute Ground Beetle,Insect
Brachinus adustipennis,None,Insect
Brachinus alternans,Bombardier Beetle,Insect
Carabus limbatus,Ground Beetle,Insect
Carabus memoralis,European Ground Beetle,Insect
Carabus nemoralis,European Ground Beetle,Insect
Chlaenius,None,Insect
Chlaenius aestivus,Vivid Metallic Ground Beetle,Insect
Chlaenius emarginatus,None,Insect
Chlaenius erythropus,None,Insect
Chlaenius impunctifrons,None,Insect
Chlaenius tomentosus,Ground Beetle,Insect
Cicindela repanda,A Tiger Beetle,Insect
Cicindela sexguttata,Green Tiger Beetle,Insect
Clivina americana,Pedunculate Ground Beetle,Insect
Clivina bipustulata,None,Insect
Clivina dentipes,None,Insect
Cyclotrachelus levifaber,None,Insect
Cyclotrachelus sigillata,None,Insect
Cymindis limbatus,None,Insect
Dicaelus dilatatus,None,Insect
Dicaelus elongatus,None,Insect
Dicaelus furvus,None,Insect
Elaphropus vivax,None,Insect
Elaphropus xanthopus,None,Insect
Galerita janus,None,Insect
Harpalus compar,None,Insect
Harpalus protractus,None,Insect
Lebia viridis,None,Insect
Leptotrachelus dorsalis,None,Insect
Lophoglossus gravis,None,Insect
Lophoglossus substrenuus,None,Insect
Loxandrus rectus,None,Insect
Micratopus aenescens,None,Insect
Notiobia terminata,None,Insect
Olisthopus filicornis,None,Insect
Omophron americanum,None,Insect
Oodes amaroides,None,Insect
Oodes brevis,None,Insect
Paratachys columbiensis,Minute Ground Beetle,Insect
Paratachys oblitus,Minute Ground Beetle,Insect
Paratachys proximus,Minute Ground Beetle,Insect
Paratachys pumilus,Minute Ground Beetle,Insect
Pasimachus depressus,None,Insect
Platynus cincticollis,Ground Beetle,Insect
Platynus opaculus,None,Insect
Poecilus chalcites,Green Ground Beetle,Insect
Poecilus lucublanda,Woodland Ground Beetle,Insect
Pterostichus,Woodland Ground Beetle,Insect
Pterostichus atrata,None,Insect
Pterostichus ebeninus,None,Insect
Scarites subterraneus,None,Insect
Selenophorus ellipticus,Dingy Ground Beetle,Insect
Selenophorus opalinus,None,Insect
Semiardistomis viridis,None,Insect
Stenolophus ochropezus,Dingy Ground Beetle,Insect
Ataxia crypta,Longhorn Beetle,Insect
Dorcaschema alternata,None,Insect
Elaphidion mucronatus,None,Insect
Knulliana cinctus,Longhorn Beetle,Insect
Molorchus,None,Insect
Monochamus carolinensis,Carolina Sawyer,Insect
Prionus imbricornis,Tilehorned Prionus,Insect
Typocerus zebra,None,Insect
Typocerus zebratus,Longhorned Borer,Insect
Chlamisus gibbosus,Leaf Beetle,Insect
Colaspis favosa,None,Insect
Crepidodera helxines,Leaf Beetle,Insect
Disonycha discoidea,None,Insect
Oulema melanopus,Cereal Leaf Beetle,Insect
Paria canella quadrinotata,Leaf Beetle,Insect
Phyllotreta bipustulata,Flea Beetle,Insect
Phyllotreta liebecki,Leaf Beetle,Insect
Harmonia axyridis,Multicolored Asian Lady Beetle,Insect
Henoticus,Silken Fungus Beetle,Insect
Cossonus impressifrons,None,Insect
Hylobius pales,Pales Weevil,Insect
Platypus,None,Insect
Platypus compositus,Pin-Hole Borer,Insect
Tyloderma capitale,None,Insect
Helichus lithophilus,None,Insect
Acilius fraternus,None,Insect
Agabetes acuductus,Predacious Diving Beetle,Insect
Agabus gagates,None,Insect
Bidessonotus falli,Predacious Diving Beetle,Insect
Bidessonotus inconspicuus,None,Insect
Bidessonotus longovalis,None,Insect
Bidessonotus pulicarius,Predacious Diving Beetle,Insect
Bidessus,Predacious Diving Beetle,Insect
Celina slossoni,None,Insect
Copelatus caelatipennis princeps,None,Insect
Copelatus chevrolati,None,Insect
Copelatus glyphicus,Predacious Diving Beetle,Insect
Coptotomus lenticus,None,Insect
Coptotomus loticus,Predacious Diving Beetle,Insect
Coptotomus venustus,Predacious Diving Beetle,Insect
Dytiscus,None,Insect
Hydaticus bimaculatus,None,Insect
Hydaticus bimarginatus,None,Insect
Hydroporus,None,Insect
Hydroporus clypealis,Predacious Diving Beetle,Insect
Hydroporus hybridus,Predacious Diving Beetle,Insect
Laccophilus fasciatus rufus,None,Insect
Laccornis difformis,Predacious Diving Beetle,Insect
Neoporus carolinus,None,Insect
Neoporus clypealis,None,Insect
Neoporus hybridus,None,Insect
Neoporus lobatus,None,Insect
Neoporus veneutus,None,Insect
Thermonectus basillaris,Predacious Diving Beetle,Insect
Thermonectus basillaris basillaris,None,Insect
Uvarus falli,None,Insect
Uvarus granarius,None,Insect
Uvarus lacustris,None,Insect
Alaus myops,Smalleyed Click Beetle,Insect
Alaus oculatus,Eastern Eyed Click Beetle,Insect
Melanotinae,None,Insect
Orthostethus infuscatus,None,Insect
Ancyronyx variegatus,None,Insect
Dubiraphia,None,Insect
Dubiraphia vittata,None,Insect
Macronychus glabratus,None,Insect
Stenelmis,None,Insect
Stenelmis convexula,None,Insect
Stenelmis decorata,None,Insect
Stenelmis fuscata,None,Insect
Stenelmis humerosa,None,Insect
Stenelmis lignicola,Riffle Beetle,Insect
Stenelmis mirabilis,Riffle Beetle,Insect
Stenelmis xylonastis,Riffle Beetle,Insect
Stenopelmus rufinasus,None,Insect
Tanysphyrus lemnae,None,Insect
Ischyrus quadripunctatus,None,Insect
Megalodacne heros,Pleasing Fungus Beetle,Insect
Geotrupes,Earth-Boring Dung Beetle,Insect
Dineutus,None,Insect
Dineutus americanus,None,Insect
Dineutus carolinus,Whirligig Beetle,Insect
Dineutus discolor,Whirligig Beetle,Insect
Dineutus emarginatus,Whirligig Beetle,Insect
Dineutus serrulatus,None,Insect
Dineutus serrulatus serrulatus,Whirligig Beetle,Insect
Gyretes,None,Insect
Gyrinus,None,Insect
Gyrinus analis,Whirligig Beetle,Insect
Gyrinus gibber,None,Insect
Gyrinus pachysomus,Whirligig Beetle,Insect
Gyrinus pernitidus,Whirligig Beetle,Insect
Gyrinus sayi,None,Insect
Haliplus fasciatus,None,Insect
Haliplus punctatus,None,Insect
Peltodytes bradleyi,Crawling Water Beetle,Insect
Peltodytes dunavani,None,Insect
Peltodytes oppositus,None,Insect
Peltodytes sexmaculatus,None,Insect
Peltodytes shermani,None,Insect
Helophorus marginicollis,None,Insect
Heterocerus mollinus,None,Insect
Heterocerus texanus,None,Insect
Tropicus pusillus,Variegated Mud-Loving Beetle,Insect
Hydraenidae,Minute Moss Beetles,Insect
Hydrochus,None,Insect
Hydrochus excavatus,None,Insect
Hydrochus inaequalis,None,Insect
Hydrochus rufipes,None,Insect
Hydrochus simplex,None,Insect
Hydrochus subcupreus,Water Scavenger Beetle,Insect
Berosus,None,Insect
Berosus aculeatus,None,Insect
Berosus corrini,None,Insect
Berosus exiguus,None,Insect
Berosus infuscatus,Water Scavenger Beetle,Insect
Berosus ordinatus,None,Insect
Berosus pantherinus,None,Insect
Berosus peregrinus,Water Scavenger Beetle,Insect
Berosus striatus,None,Insect
Cymbiodyta blanchardi,None,Insect
Cymbiodyta chamberlaini,None,Insect
Cymbiodyta rotunda,None,Insect
Cymbiodyta vindicata,None,Insect
Enochrus cinctus,None,Insect
Enochrus consortus,None,Insect
Enochrus lumetus,None,Insect
Enochrus ochraceus,Water Scavenger Beetle,Insect
Enochrus perplexus,None,Insect
Enochrus sayi,None,Insect
Enochrus sublongus,None,Insect
Helocombus bifidus,None,Insect
Hydrobius melaenum,Water Scavenger Beetle,Insect
Hydrobius melaenus,None,Insect
Hydrochara soror,None,Insect
Hydrocharus soror,None,Insect
Hydrophilus ovatus,None,Insect
Phaenonotum estriatum,None,Insect
Tropisternus blatchleyi blatchleyi,None,Insect
Tropisternus collaris,None,Insect
Tropisternus collaris striolatus,Water Scavenger Beetle,Insect
Tropisternus lateralis nimbatus,None,Insect
Tropisternus mixtus,Water Scavenger Beetle,Insect
Laemophloeus biguttatus,None,Insect
Photinus,None,Insect
Pyractomena,None,Insect
Eulimnichus ater,None,Insect
Lucanus elephus,None,Insect
Pseudolucanus capreolus,Stag Beetle,Insect
Epicauta vittata,Striped Blister Beetle,Insect
Pyrota,Blister Beetle,Insect
Attalus granularis,Soft-Winged Flower Beetle,Insect
Mordella marginata,Tumbling Flower Beetle,Insect
Mordellistena,None,Insect
Hydrocanthus atripennis,None,Insect
Hydrocanthus iricolor,Burrowing Water Beetle,Insect
Oxacis,None,Insect
Odontotaenius disjunctus,Patent-Leather Beetle,Insect
Popilius disjunctus,Patent Leather Beetle,Insect
Ptilodactyla,None,Insect
Ptilodactyla angustata,None,Insect
Ptilodactyla serricollis,None,Insect
Dendroides bicolor,Fire-Colored Beetle,Insect
Neopyrochroa flabellata,None,Insect
Anomala marginata,None,Insect
Canthon laevis,Dung Beetle,Insect
Diplotaxis frondicola,Small June Beetle,Insect
Diplotaxis liberta,Small June Beetle,Insect
Diplotaxis sordida,Small June Beetle,Insect
Dyscinetus morator,Rhinocerus Beetle,Insect
Onthophagus,Scrab Beetle,Insect
Pelidnota punctata,None,Insect
Pelidnota punctatus,Grapevine Beetle,Insect
Phanaeus vindex,None,Insect
Polyphylla,None,Insect
Popillia japonica,Japonese Beetle,Insect
Serica georgiana,Small June Beetle,Insect
Strategus,None,Insect
Cyphon,None,Insect
Cyphon padi,None,Insect
Cyphon perplexus,None,Insect
Scirtes orbiculatus,None,Insect
Scirtes tibialis,None,Insect
Chevrolatia amoena,None,Insect
Silpha americana,Carrion Beetle,Insect
Silpha surinamensis,Carrion Beetle,Insect
Astenus,None,Insect
Bledius semiferrugineus,Rove Beetle,Insect
Carpelimus,Rove Beetle,Insect
Carpelimus quadripunctatus,Rove Beetle,Insect
Carpelimus spretus,Rove Beetle,Insect
Coproporus laevis,None,Insect
Deinopsis,None,Insect
Erichsonius,None,Insect
Homaeotarsus,None,Insect
Homaeotarsus bicolor,Rove Beetle,Insect
Lathrobium emarginatum,None,Insect
Lobrathium,Rove Beetle,Insect
Lobrathium dimidiatum,Rove Beetle,Insect
Myllaena,None,Insect
Myrmecocephalus cingulata,Rove Beetle,Insect
Neobisnius occidentoides,Rove Beetle,Insect
Philonthus micans,Rove Beetle,Insect
Scopaeus,Rove Beetle,Insect
Staphylinidae,Rove Beetle,Insect
Tachyusa,None,Insect
Thinodromus,None,Insect
Thinodromus arcifer,None,Insect
Alobates pennsylvanica,Beetle,Insect
Bolitotherus cornutus,Forked Fungus Beetle,Insect
Isomera quadristriata,None,Insect
Platydema,Darkling Beetle,Insect
Uloma impressa,Darkling Beetle,Insect
Xylopinus saperdioides,None,Insect
Tenebroides,None,Insect
Promachus,None,Insect
Atrichopogon fusculus,None,Insect
Atrichopogon websteri,None,Insect
Culicoides,None,Insect
Palpomyia,None,Insect
Ablabesmyia ornata,None,Insect
Ablabesmyia parajanta,None,Insect
Ablabesmyia tarella,None,Insect
Chaetocladius,None,Insect
Chironomus,None,Insect
Clinotanypus pinguis,None,Insect
Coelotanypus,None,Insect
Corynoneura taris,None,Insect
Cryptochironomus,None,Insect
Cryptotendipes,None,Insect
Dicrotendipes neomodestus,None,Insect
Dicrotendipes nervosus,None,Insect
Eukiefferiella discoloripes,None,Insect
Labrundinia pilosella,None,Insect
Larsia,None,Insect
Lauterborniella,None,Insect
Microtendipes,None,Insect
Nanocladius,None,Insect
Nilotanypus,None,Insect
Orthocladius,None,Insect
Pagastiella,None,Insect
Parachironomus,None,Insect
Parakiefferiella,None,Insect
Paralauterborniella nigrohalterale,None,Insect
Polypedilum fallax,None,Insect
Polypedilum illinoense,None,Insect
Procladius,None,Insect
Rheocricotopus robacki,None,Insect
Rheotanytarsus,None,Insect
Stenochironomus,None,Insect
Tanytarsus,None,Insect
Tanytarsus coffmani,None,Insect
Tendepedini,None,Insect
Thienemanniella nr. fusca,None,Insect
Thienemanniella nr. xena,None,Insect
Tribelos jucundus,None,Insect
Zavrelia,None,Insect
Aedes atlanticus,None,Insect
Aedes hendersoni,None,Insect
Aedes infirmatus,None,Insect
Aedes triseriatus,None,Insect
Aedes vexans,Vexans Mosquito,Insect
Anopheles punctipennis,None,Insect
Psorophora ciliata,None,Insect
Psorophora columbiae,None,Insect
Psorophora ferox,None,Insect
Psorophora howardii,None,Insect
Hemerodromia,None,Insect
Nemomydas,None,Insect
Simulium,None,Insect
Metasyrphus americanus,American Hover Fly,Insect
Chrysops,None,Insect
Tabanus americanus,American Horsefly,Insect
Tabanus atratus,Black Horse Fly,Insect
Limonia,None,Insect
Baetis,None,Insect
Caenis diminuta,None,Insect
Ephemerella doris,None,Insect
Hexagenia,None,Insect
Stenonema,None,Insect
Stenonema modestum,None,Insect
Paraleptophlebia,None,Insect
Carolina satyr,None,Insect
Lethocerus americanus,Giant Water Bug,Insect
Cicadellidae,Leafhopper,Insect
Magicicada,Periodical Cicada,Insect
Leptoglossus phyllopus,Eastern Leaf-Footed Bug,Insect
Corixidae,Water Boatman,Insect
Gerris,None,Insect
Merragata brunnea,None,Insect
Hydrometra martini,Water Treader,Insect
Oncopeltus fasciatus,Large Milkweed Bug,Insect
Miridae,Leaf Bug,Insect
Ranatra kirkaldyi,None,Insect
Banasa,Stink Bug,Insect
Corimelaena,Negro Bug,Insect
Bombus,"Bumble Bees, Bumblebees",Insect
Xylocopa virginica,Eastern Carpenter Beetle,Insect
Chrysididae,Cuckoo Wasp,Insect
Ichneumonidae,Ichneumon Wasp,Insect
Dasymutilla,Velvet Ant,Insect
Dasymutilla occidentalis,Cow Killer,Insect
Polistes fuscatus pallipes,Paper Wasp,Insect
Prionoxystus robiniae,Carpenter Moth,Insect
Apantesis virgo,Virgin Tiger Moth,Insect
Catocala,None,Insect
Catocala lacrymosa,"Tearful Underwing, Underwing Moth",Insect
Catocala vidua,Widow Underwing,Insect
Hemerocampa leucostigma,Tussock Moth,Insect
Hyphantria cunea,Fall Webworm Moth,Insect
Lymantria dispar,Gypsy Moth,Insect
Abbottana clemataria,None,Insect
Euchlaena amoenaria,Deep Yellow Euchlaena,Insect
Eutrapela clemataria,Curve-Toothed Geometer,Insect
Hypagyrtis unipunctata,One-Spotted Variant,Insect
Idaea tacturata,Dot-Lined Wave,Insect
Iridopsis larvaria,Bent-Line Gray,Insect
Metarranthis duaria,Ruddy Metarranthis,Insect
Nemoria lixaria,Red-Bordered Emerald,Insect
Pero hubneraria,Huebner's Pero,Insect
Probole nyssaria,Dogwood Probole,Insect
Protoboarmia porcelaria,Porcelain Grey,Insect
Synchlora aerata,Qavy-Lined Emerald,Insect
Xanthotype crocatarai,Geometer Moth,Insect
Amblyscirtes aesculapius,Lace-Winged Roadside Skipper,Insect
Erynnis horatius,Horace's Duskywing,Insect
Erynnis juvenalis,Juvenal's Duskywing,Insect
Erynnis zarucco,Zarucco Dusky Wing,Insect
Hylephila phyleus,Fiery Skipper,Insect
Lerema accius,Clouded Skipper,Insect
Poanes yehl,Southern Swamp Skipper,Insect
Urbanus proteus,Long-Tailed Skipper,Insect
Lasiocampidae,"Tent Caterpillar Moths, Tent Caterpillars",Insect
Malacosoma americanum,Tent Caterpillar Moth,Insect
Malacosoma disstria,Forest Tent Caterpillar,Insect
Sibine stimulea,Saddleback,Insect
Atlides halesus,Great Purple Hairstreak,Insect
Calycopis cecrops,Red-Banded Hairstreak,Insect
Celastrina argiolus,Spring Azure,Insect
Celastrina argiolus psuedargiolus,Spring Azure,Insect
Celastrina pseudargiolus,Spring Azure,Insect
Feniseca tarquinius,Harvester,Insect
Strymon javonius,Southern Hairstreak,Insect
Stymon melinus,Gray Hairstreak,Insect
Megalopyge opercilaris,Flannel Moth,Insect
Catacala vidua,Widow Underwing,Insect
Egira alternans,None,Insect
Feralia major,None,Insect
Hypsoropha monilis,Large Necklace Moth,Insect
Lithophane viridipallens,None,Insect
Metaxaglea,None,Insect
Orthosia alurina,None,Insect
Phoberia atomaris,None,Insect
Polygrammate hebraeicum,The Hebrew,Insect
Scolecocampa liburna,Dead-Wood Borer Moth,Insect
Thioptera nigrofimbria,Black-Bordered Lemon Moth,Insect
Zale aeruginosa,Green-Dusted Zale,Insect
Nadata gibbosa,White-Dotted Prominent Moth,Insect
Oligocentria semirufescens,Red-Washed Prominent,Insect
